0.345,0.131,0.838,0.433,0.025
0.3,0.39,0.531,0.594,0.379
0.755,0.082,0.316,0.21,0.676
0.812,0.172,0.973,0.244,0.012
0.211,0.076,0.501,0.598,0.822
0.769,0.433,0.312,0.749,0.928
0.744,0.077,0.799,0.496,0.254
0.286,0.497,0.802,0.64,0.898
0.701,0.364,0.452,0.014,0.965
0.291,0.993,0.364,0.28,0.557
0.55,0.373,0.552,0.428,0.576
0.92,0.122,0.233,0.357,0.311
0.582,0.862,0.638,0.979,0.292
0.012,0.656,0.733,0.298,0.561
0.061,0.819,0.712,0.97,0.187
0.431,0.049,0.347,0.823,0.563
0.394,0.982,0.732,0.706,0.08
0.266,0.496,0.301,0.382,0.158
0.096,0.634,0.445,0.491,0.095
0.96,0.988,0.097,0.709,0.028
0.369,0.367,0.981,0.372,0.909
0.287,0.774,0.46,1.0,0.748
0.264,0.817,0.752,0.278,0.735
0.653,0.563,0.791,0.227,0.659
0.118,0.01,0.098,0.37,0.316
0.071,0.771,0.652,0.449,0.809
0.933,0.809,0.309,0.92,0.762
0.596,0.948,0.449,0.418,0.383
0.715,0.967,0.757,0.645,0.343
0.69,0.29,0.881,0.183,0.237
0.787,0.274,0.963,0.27,0.431
0.501,0.735,0.572,0.398,0.084
0.015,0.806,0.935,0.023,0.082
0.301,0.978,0.156,0.871,0.035
0.403,0.436,0.563,0.688,0.61
0.928,0.946,0.155,0.993,0.382
0.448,0.995,0.352,0.582,0.716
0.483,0.043,0.108,0.875,0.068
0.64,0.031,0.473,0.527,0.272
0.401,0.609,0.674,0.457,0.696
0.95,0.092,0.563,0.95,0.76
0.729,0.789,0.343,0.505,0.473
0.919,0.652,0.037,0.905,0.762
0.101,0.158,0.459,0.189,0.389
0.686,0.526,0.211,0.094,0.055
0.697,0.258,0.796,0.047,0.066
0.544,0.636,0.009,0.19,0.627
0.394,0.642,0.016,0.719,0.732
0.1,0.409,0.718,0.063,0.475
0.745,0.083,0.459,0.797,0.66
0.072,0.431,0.188,0.883,0.63
0.517,0.045,0.458,0.268,0.166
0.116,0.834,0.618,0.774,0.857
0.149,0.671,0.828,0.748,0.183
0.315,0.701,0.128,0.484,0.647
0.775,0.671,0.419,0.749,0.177
0.406,0.271,0.662,0.307,0.097
0.552,0.765,0.658,0.251,0.069
0.421,0.903,0.649,0.317,0.663
0.835,0.603,0.915,0.365,0.027
0.768,0.066,0.094,0.395,0.25
0.537,0.418,0.224,0.307,0.313
0.867,0.851,0.583,0.42,0.004
0.163,0.221,0.4,0.927,0.912
0.689,0.446,0.684,0.494,0.325
0.427,0.051,0.922,0.591,0.812
0.309,0.883,0.555,0.195,0.198
0.414,0.492,0.969,0.284,0.567
0.361,0.047,0.715,0.925,0.582
0.066,0.944,0.705,0.766,0.445
0.777,0.063,0.264,0.011,0.067
0.223,0.074,0.374,0.192,0.704
0.405,0.105,0.123,0.258,0.326
0.707,0.459,0.713,0.547,0.847
0.07,0.437,0.777,0.848,0.146
0.224,0.409,0.807,0.212,0.419
0.054,0.728,0.481,0.599,0.791
0.473,0.272,0.789,0.658,0.304
0.431,0.445,0.644,0.846,0.016
0.387,0.459,0.939,0.036,0.343
0.891,0.805,0.836,0.518,0.769
0.617,0.894,0.068,0.761,0.227
0.769,0.627,0.183,0.597,0.1
0.351,0.087,0.979,0.237,0.88
0.858,0.109,0.128,0.347,0.441
0.743,0.03,0.773,0.247,0.34
0.403,0.165,0.826,0.699,0.181
0.937,0.353,0.245,0.15,0.006
0.391,0.991,0.669,0.196,0.305
0.046,0.946,0.27,0.164,0.841
0.71,0.304,0.382,0.606,0.764
0.131,0.281,0.466,0.15,0.94
0.429,0.546,0.881,0.352,0.738
0.884,0.372,0.851,0.186,0.698
0.27,0.06,0.971,0.929,0.279
0.084,0.911,0.397,0.597,0.646
0.947,0.564,0.58,0.764,0.124
0.096,0.632,0.154,0.857,0.932
0.934,0.019,0.148,0.101,0.887
0.569,0.57,0.29,0.934,0.55
0.602,0.18,0.237,0.836,0.592
0.139,0.875,0.316,0.75,0.594
0.719,0.429,0.446,0.137,0.359
0.937,0.838,0.54,0.924,0.982
0.31,0.611,0.155,0.912,0.88
0.617,0.774,0.933,0.032,0.552
0.186,0.067,0.077,0.999,0.228
0.268,0.722,0.018,0.026,0.047
0.99,0.926,0.16,0.843,0.336
0.096,0.18,0.16,0.268,0.638
0.481,0.074,0.82,0.026,0.142
0.646,0.2,0.141,0.024,0.963
0.572,0.052,0.085,0.245,0.313
0.127,0.201,0.814,0.763,0.201
0.788,0.902,0.071,0.838,0.133
0.697,0.808,0.651,0.489,0.826
0.155,0.782,0.049,0.165,0.106
0.47,0.359,0.91,0.349,0.895
0.772,0.522,0.132,0.715,0.172
0.082,0.671,0.134,0.889,0.464
0.779,0.802,0.557,0.405,0.225
0.278,0.413,0.197,0.819,0.974
0.819,0.103,0.321,0.748,0.329
0.599,0.56,0.741,0.941,0.644
0.929,0.536,0.929,0.858,0.608
0.725,0.943,0.906,0.114,0.999
0.516,0.082,0.22,0.86,0.309
0.225,0.843,0.25,0.967,0.665
0.622,0.181,0.2,0.605,0.403
0.24,0.967,0.761,0.928,0.054
0.064,0.761,0.076,0.673,0.211
0.545,0.925,0.091,0.76,0.92
0.235,0.549,0.86,0.668,0.811
0.12,0.842,0.887,0.488,0.869
0.121,0.69,0.261,0.267,0.434
0.7,0.867,0.435,0.748,0.6
0.386,0.386,0.697,0.458,0.274
0.594,0.906,0.482,0.401,0.426
0.095,0.167,0.936,0.716,0.642
0.262,0.815,0.465,0.304,0.202
0.945,0.59,0.639,0.446,0.843
0.77,0.021,0.422,0.501,0.204
0.739,0.362,0.266,0.337,0.177
0.585,0.17,0.586,0.498,0.663
0.358,0.333,0.826,0.499,0.77
0.979,0.347,0.495,0.643,0.771
0.986,0.306,0.537,0.046,0.056
0.834,0.596,0.537,0.81,0.823
0.876,0.929,0.199,0.836,0.523
0.599,0.208,0.141,0.336,0.274
0.608,0.894,0.471,0.09,0.04
0.049,0.54,0.294,0.147,0.162
0.346,0.441,0.005,0.728,0.284
0.807,0.016,0.611,0.114,0.729
0.785,0.74,0.006,0.615,0.156
0.363,0.786,0.418,0.012,0.894
0.372,0.177,0.514,0.25,0.229
0.398,0.397,0.909,0.585,0.423
0.499,0.694,0.217,0.832,0.032
0.958,0.172,0.452,0.837,0.808
0.615,0.808,0.68,0.547,0.971
0.56,0.228,0.103,0.944,0.136
0.543,0.065,0.115,0.497,0.414
0.317,0.308,0.183,0.18,0.675
0.007,0.017,0.456,0.216,0.285
0.508,0.484,0.892,0.807,0.058
0.801,0.139,0.397,0.657,0.846
0.941,0.39,0.316,0.379,0.414
0.099,0.368,0.997,0.343,0.229
0.615,0.874,0.144,0.336,0.751
0.796,0.91,0.592,0.31,0.631
0.286,0.3,0.236,0.598,0.086
0.47,0.175,0.471,0.824,0.956
0.926,0.829,0.351,0.731,0.897
0.572,0.459,0.626,0.821,0.095
0.291,0.634,0.446,0.085,0.309
0.104,0.2,0.217,0.575,0.186
0.362,0.0,0.315,0.814,0.271
0.436,0.899,0.168,0.854,0.289
0.818,0.942,0.794,0.812,0.498
0.543,0.099,0.065,0.028,0.932
0.832,0.748,0.584,0.447,0.099
0.963,0.174,0.072,0.205,0.618
0.053,0.272,0.942,0.154,0.936
0.515,0.421,0.946,0.355,0.125
0.123,0.378,1.0,0.884,0.448
0.12,0.666,0.607,0.938,0.189
0.311,0.537,0.079,0.178,0.074
0.196,0.515,0.062,0.399,0.493
0.731,0.481,0.258,0.432,0.813
0.963,0.677,0.309,0.182,0.363
0.335,0.467,0.893,0.745,0.232
0.205,0.151,0.591,0.68,0.796
0.712,0.983,0.731,0.535,0.934
0.098,0.102,0.684,0.723,0.502
0.763,0.567,0.422,0.967,0.597
0.889,0.866,0.946,0.993,0.656
0.562,0.466,0.328,0.652,0.364
0.034,0.253,0.786,0.268,0.635
0.013,0.098,0.26,0.689,0.389
0.251,0.687,0.267,0.034,0.423
0.276,0.737,0.577,0.864,0.646
0.735,0.442,0.107,0.834,0.369
0.849,0.651,0.841,0.577,0.735
0.521,0.543,0.08,0.194,0.916
0.979,0.467,0.541,0.386,0.845
0.446,0.362,0.479,0.004,0.279
0.837,0.501,0.809,0.546,0.772
0.747,0.765,0.531,0.681,0.74
0.886,0.087,0.317,0.79,0.919
0.276,0.553,0.755,0.827,0.546
0.435,0.874,0.819,0.176,0.443
0.168,0.405,0.09,0.028,0.894
0.184,0.406,0.479,0.705,0.495
0.054,0.064,0.912,0.951,0.343
0.964,0.117,0.034,0.683,0.664
0.705,0.512,0.202,0.232,0.655
0.252,0.048,0.186,0.606,0.713
0.39,0.292,0.013,0.847,0.48
0.657,0.52,0.869,0.878,0.571
0.046,0.43,0.502,0.638,0.415
0.134,0.788,0.509,0.156,0.058
0.876,0.824,0.594,0.109,0.533
0.461,0.12,0.089,0.363,0.044
0.356,0.594,0.51,0.396,0.874
0.02,0.449,0.075,0.24,0.542
0.052,0.405,0.595,0.685,0.993
0.1,0.085,0.689,0.222,0.256
0.179,0.829,0.751,0.778,0.829
0.382,0.143,0.422,0.186,0.297
0.496,0.296,0.845,0.816,0.936
0.204,0.031,0.323,0.517,0.008
0.979,0.002,0.166,0.061,0.033
0.797,0.776,0.031,0.655,0.698
0.938,0.856,0.571,0.301,0.574
0.893,0.904,0.285,0.765,0.418
0.609,0.885,0.945,0.451,0.549
0.951,0.13,0.28,0.949,0.724
0.627,0.363,0.736,0.215,0.225
0.251,0.759,0.049,0.581,0.13
0.868,0.953,0.083,0.645,0.854
0.04,0.097,0.181,0.056,0.758
0.326,0.513,0.617,0.096,0.64
0.427,0.786,0.162,0.937,0.023
0.614,0.974,0.956,0.689,0.192
0.177,0.809,0.428,0.439,0.256
0.767,0.338,0.38,0.225,0.065
0.421,0.391,0.782,0.477,0.628
0.755,0.935,0.503,0.247,0.557
0.074,0.287,0.302,0.126,0.844
0.376,0.426,0.254,0.262,0.976
0.19,0.865,0.987,0.089,0.95
0.616,0.522,0.616,0.487,0.737
0.329,0.022,0.77,0.527,0.802
0.824,0.549,0.296,0.45,0.214
0.794,0.507,0.948,0.505,0.359
0.488,0.675,0.569,0.34,0.359
0.532,0.852,0.463,0.769,0.634
0.489,0.179,0.004,0.32,0.294
0.325,0.968,0.142,0.371,0.084
0.457,0.297,0.15,0.232,0.923
0.875,0.033,0.956,0.229,0.131
0.5,0.945,0.452,0.124,0.338
0.564,0.568,0.5,0.134,0.405
0.885,0.0,0.31,0.004,0.957
0.529,0.193,0.966,0.761,0.195
0.401,0.503,0.383,0.025,0.666
0.436,0.026,0.347,0.257,0.403
0.564,0.293,0.644,0.805,0.711
0.517,0.573,0.472,0.26,0.415
0.572,0.319,0.199,0.471,0.85
0.961,0.801,0.044,0.591,0.332
0.072,0.445,0.413,0.402,0.129
0.308,0.997,0.129,0.565,0.993
0.821,0.974,0.226,0.397,0.523
0.498,0.391,0.984,0.432,0.172
0.147,0.077,0.241,0.599,0.425
0.9,0.102,0.221,0.534,0.469
0.269,0.678,0.355,0.728,0.23
0.511,0.344,0.196,0.104,0.887
0.143,0.354,0.6,0.593,0.413
0.943,0.78,0.82,0.5,0.141
0.439,0.325,0.975,0.405,0.688
0.379,0.798,0.236,0.658,0.469
0.29,0.29,0.386,0.118,0.509
0.821,0.32,0.996,0.012,0.991
0.029,0.815,0.357,0.785,0.453
0.108,0.501,0.43,0.697,0.88
0.237,0.882,0.107,0.656,0.014
0.065,0.344,0.601,0.751,0.213
0.933,0.576,0.387,0.582,0.496
0.14,0.969,0.4,0.091,0.585
0.283,0.497,0.37,0.07,0.918
0.773,0.64,0.087,0.434,0.041
0.305,0.492,0.679,0.798,0.748
0.796,0.676,0.828,0.823,0.865
0.604,0.239,0.191,0.053,0.188
0.373,0.932,0.462,0.608,0.939
0.112,0.829,0.174,0.842,0.2
0.849,0.956,0.265,0.839,0.867
0.481,0.217,0.277,0.53,0.12
0.833,0.049,0.104,0.043,0.386
0.033,0.521,0.861,0.395,0.752
0.801,0.84,0.819,0.888,0.364
0.892,0.365,0.312,0.0,0.825
0.528,0.543,0.838,0.714,0.152
0.113,0.119,0.644,0.771,0.746
0.171,0.578,0.499,0.987,0.945
0.552,0.638,0.148,0.262,0.963
0.759,0.956,0.245,0.085,0.786
0.689,0.772,0.385,0.505,0.634
0.738,0.134,0.883,0.956,0.974
0.992,0.109,0.812,0.992,0.641
0.69,0.935,0.504,0.267,0.96
0.718,0.299,0.099,0.413,0.071
0.04,0.12,0.625,0.158,0.245
0.052,0.147,0.228,0.518,0.021
0.347,0.082,0.896,0.809,0.419
0.9,0.171,0.263,0.305,0.005
0.599,0.001,0.904,0.65,0.354
0.102,0.837,0.1,0.875,0.228
0.625,0.88,0.087,0.571,0.532
0.406,0.726,0.397,0.557,0.172
0.325,0.057,0.217,0.634,0.802
0.134,0.387,0.892,0.562,0.601
0.962,0.792,0.024,0.346,0.847
0.589,0.338,0.459,0.048,0.466
0.107,0.956,0.207,0.376,0.39
0.646,0.741,0.76,0.369,0.82
0.787,0.63,0.575,0.299,0.219
0.651,0.874,0.746,0.181,0.218
0.579,0.637,0.999,0.473,0.66
0.908,0.234,0.36,0.456,0.418
0.353,0.262,0.35,0.937,0.284
0.212,0.86,0.705,0.058,0.512
0.951,0.865,0.949,0.054,0.392
0.489,0.968,0.282,0.573,0.982
0.93,0.708,0.148,0.247,0.682
0.5,0.19,0.85,0.203,0.794
0.209,0.806,0.487,0.43,0.603
0.364,0.756,0.955,0.439,0.188
0.891,0.417,0.848,0.6,0.683
0.761,0.779,0.682,0.452,0.133
0.797,0.734,0.362,0.423,0.737
0.646,0.319,0.442,0.204,0.331
0.141,0.866,0.755,0.996,0.059
0.397,0.058,0.115,0.319,0.183
0.279,0.269,0.597,0.63,0.335
0.733,0.506,0.426,0.013,0.417
0.559,0.673,0.969,0.272,0.275
0.985,0.123,0.81,0.504,0.069
0.111,0.578,0.678,0.943,0.207
0.555,0.483,0.436,0.534,0.363
0.339,0.714,0.587,0.166,0.021
0.109,0.631,0.297,0.258,0.211
0.191,0.468,0.354,0.175,0.515
0.129,0.324,0.848,0.554,0.335
0.457,0.474,0.432,0.323,0.876
0.929,0.064,0.154,0.512,0.206
0.788,0.085,0.963,0.326,0.052
0.854,0.899,0.874,0.423,0.721
0.021,0.474,0.866,0.929,0.034
0.809,0.986,0.471,0.772,0.461
0.284,0.618,0.699,0.139,0.372
0.601,0.776,0.225,0.562,0.743
0.968,0.047,0.013,0.104,0.577
0.191,0.839,0.627,0.333,0.745
0.875,0.663,0.362,0.23,0.606
0.725,0.664,0.9,0.862,0.529
0.45,0.254,0.486,0.808,0.08
0.84,0.637,0.695,0.398,0.087
0.023,0.413,0.381,0.467,0.441
0.713,0.383,0.681,0.413,0.195
0.203,0.849,0.397,0.641,0.125
0.746,0.696,0.465,0.196,0.771
0.801,0.756,0.755,0.683,0.986
0.784,0.097,0.568,0.713,0.104
0.23,0.39,0.272,0.736,0.685
0.486,0.035,0.244,0.74,0.419
0.464,0.646,0.257,0.374,0.837
0.814,0.47,0.104,0.281,0.035
0.213,0.111,0.296,0.573,0.069
0.884,0.654,0.437,0.514,0.733
0.625,0.16,0.417,0.448,0.79
0.694,0.34,0.348,0.733,0.523
0.318,0.844,0.213,0.915,0.429
0.399,0.795,0.059,0.151,0.928
0.309,0.031,0.783,0.662,0.03
0.144,0.818,0.918,0.917,0.434
0.641,0.349,0.98,0.119,0.092
0.09,0.523,0.729,0.234,0.034
0.185,0.912,0.277,0.948,0.44
0.316,0.403,0.104,0.824,0.737
0.262,0.444,0.302,0.915,0.819
0.649,0.42,0.431,0.943,0.705
0.175,0.688,0.769,0.73,0.981
0.552,0.131,0.015,0.458,0.1
0.657,0.762,0.276,0.416,0.524
0.688,0.0,0.012,0.862,0.341
0.614,0.795,0.862,0.811,0.262
0.732,0.563,0.543,0.698,0.257
0.02,0.46,0.373,0.353,0.782
0.208,0.692,0.667,0.062,0.74
0.083,0.873,0.993,0.652,0.965
0.389,0.747,0.717,0.988,0.702
0.105,0.101,0.79,0.766,0.41
0.162,0.695,0.423,0.627,0.319
0.847,0.429,0.305,0.271,0.604
0.269,0.944,0.642,0.409,0.225
0.497,0.958,0.081,0.749,0.561
0.552,0.453,0.028,0.236,0.576
0.424,0.746,0.367,0.977,0.486
0.175,0.341,0.155,0.535,0.46
0.128,0.444,0.324,0.544,0.177
0.267,0.103,0.309,0.389,0.726
0.302,0.316,0.842,0.744,0.61
0.899,0.379,0.102,0.453,0.493
0.886,0.028,0.749,0.135,0.077
0.595,0.846,0.155,0.34,0.023
0.575,0.254,0.076,0.55,0.002
0.914,0.381,0.64,0.951,0.229
0.232,0.205,0.948,0.905,0.952
0.682,0.385,0.209,0.521,0.219
0.351,0.669,0.747,0.677,0.602
0.502,0.873,0.531,0.255,0.066
0.694,0.543,0.218,0.357,0.61
0.273,0.463,0.29,0.631,0.807
0.473,0.89,0.105,0.001,0.096
0.593,0.571,0.943,0.712,0.88
0.187,0.878,0.298,0.377,0.17
0.979,0.815,0.499,0.066,0.64
0.7,0.748,0.961,0.378,0.297
0.134,0.207,0.999,0.368,0.485
0.741,0.029,0.699,0.093,0.278
0.239,0.732,0.061,0.035,0.344
0.535,0.62,0.167,0.873,0.829
0.691,0.043,0.258,0.577,0.775
0.533,0.33,0.74,0.627,0.475
0.155,0.51,0.578,0.749,0.606
0.075,0.647,0.186,0.634,0.758
0.751,0.13,0.131,0.473,0.724
0.27,0.874,0.78,0.648,0.26
0.028,0.916,0.413,0.531,0.258
0.938,0.981,0.72,0.582,0.366
0.959,0.047,0.351,0.911,0.602
0.031,0.677,0.142,0.978,0.089
0.938,0.803,0.27,0.506,0.228
0.843,0.376,0.108,0.096,0.252
0.692,0.58,0.302,0.642,0.232
0.036,0.501,0.464,0.641,0.866
0.283,0.567,0.803,0.914,0.687
0.289,0.978,0.66,0.841,0.767
0.031,0.828,0.655,0.278,0.848
0.169,0.82,0.327,0.951,0.589
0.434,0.627,0.332,0.114,0.644
0.351,0.063,0.563,0.112,0.611
0.768,0.56,0.778,0.57,0.083
0.643,0.224,0.46,0.885,0.023
0.167,0.667,0.858,0.145,0.936
0.257,0.975,0.326,0.49,0.28
0.848,0.198,0.222,0.228,0.31
0.931,0.944,0.126,0.716,0.763
0.092,0.29,0.9,0.416,0.057
0.696,0.761,0.65,0.925,0.665
0.706,0.27,0.318,0.619,0.672
0.524,0.707,0.942,0.161,0.074
0.555,0.142,0.408,0.377,0.905
0.939,0.563,0.201,0.137,0.485
0.579,0.959,0.884,0.936,0.297
0.743,0.601,0.383,0.282,0.111
0.979,0.504,0.32,0.248,0.493
0.105,0.801,0.239,0.13,0.8
0.078,0.224,0.317,0.851,0.824
0.509,0.091,0.754,0.577,0.798
